Date,Open,High,Low,Close,Adj Close,Volume
2011-04-19,0.302620,0.302620,0.302620,0.302620,0.302620,0
2011-04-20,0.302700,0.302700,0.302700,0.302700,0.302700,0
2011-04-21,0.300870,0.301260,0.300870,0.301260,0.301260,0
2011-04-22,null,null,null,null,null,null
2011-04-25,null,null,null,null,null,null
2011-04-26,0.301240,0.301280,0.301240,0.301280,0.301280,0
2011-04-27,0.299890,0.301250,0.299890,0.301250,0.301250,0
2011-04-28,0.297770,0.298170,0.297720,0.298170,0.298170,0
2011-04-29,0.297660,0.298010,0.297640,0.298010,0.298010,0
2011-05-02,0.298040,0.298040,0.298040,0.298040,0.298040,0
2011-05-03,0.299230,0.299230,0.297860,0.297860,0.297860,0
2011-05-04,0.297310,0.297460,0.297170,0.297460,0.297460,0
2011-05-05,0.297450,0.297450,0.297450,0.297450,0.297450,0
2011-05-06,0.302810,0.302810,0.300470,0.300470,0.300470,0
2011-05-09,0.303150,0.303150,0.300300,0.300300,0.300300,0
2011-05-10,0.302640,0.302640,0.302640,0.302640,0.302640,0
2011-05-11,0.302740,0.302740,0.302740,0.302740,0.302740,0
2011-05-12,0.302470,0.302470,0.302470,0.302470,0.302470,0
2011-05-13,0.305070,0.305070,0.305070,0.305070,0.305070,0
2011-05-16,0.304980,0.304980,0.304980,0.304980,0.304980,0
2011-05-17,0.308670,0.308670,0.308370,0.308370,0.308370,0
2011-05-18,0.307290,0.309640,0.307190,0.309640,0.309640,0
2011-05-19,0.309280,0.311000,0.309280,0.311000,0.311000,0
2011-05-20,0.310000,0.310950,0.310000,0.310950,0.310950,0
2011-05-23,0.312070,0.312070,0.312070,0.312070,0.312070,0
2011-05-24,0.489680,0.489680,0.489680,0.489680,0.489680,0
2011-05-25,0.491950,0.491950,0.489660,0.489660,0.489660,0
2011-05-26,0.489900,0.489900,0.489900,0.489900,0.489900,0
2011-05-27,0.489940,0.489940,0.489940,0.489940,0.489940,0
2011-05-30,0.494290,0.494290,0.494290,0.494290,0.494290,0
2011-05-31,0.493720,0.493720,0.493720,0.493720,0.493720,0
2011-06-01,0.493740,0.493740,0.493740,0.493740,0.493740,0
2011-06-02,0.494360,0.494780,0.494360,0.494780,0.494780,0
2011-06-03,0.494760,0.494760,0.494760,0.494760,0.494760,0
2011-06-06,0.489630,0.494620,0.489630,0.494620,0.494620,0
2011-06-07,0.494810,0.494810,0.494810,0.494810,0.494810,0
2011-06-08,0.493270,0.493270,0.493270,0.493270,0.493270,0
2011-06-09,0.493280,0.493300,0.492670,0.493300,0.493300,0
2011-06-10,0.496930,0.496930,0.493520,0.493520,0.493520,0
2011-06-13,0.497900,0.497900,0.494910,0.494910,0.494910,0
2011-06-14,0.492500,0.494390,0.492500,0.494390,0.494390,0
2011-06-15,0.494930,0.495190,0.494930,0.495190,0.495190,0
2011-06-16,0.495140,0.495140,0.495140,0.495140,0.495140,0
2011-06-17,0.496130,0.496130,0.496130,0.496130,0.496130,0
2011-06-20,0.497890,0.497890,0.495140,0.495330,0.495330,0
2011-06-21,0.490890,0.493670,0.490890,0.493670,0.493670,0
2011-06-22,0.492480,0.492480,0.492480,0.492480,0.492480,0
2011-06-23,0.492070,0.492070,0.492070,0.492070,0.492070,0
2011-06-24,0.493540,0.494590,0.493540,0.494480,0.494480,0
2011-06-27,0.496180,0.496310,0.494360,0.494400,0.494400,0
2011-06-28,0.494530,0.494530,0.494530,0.494530,0.494530,0
2011-06-29,0.494220,0.494220,0.494220,0.494220,0.494220,0
2011-06-30,0.492940,0.492940,0.491630,0.491630,0.491630,0
2011-07-01,0.491330,0.491330,0.490850,0.490850,0.490850,0
2011-07-04,0.490940,0.490940,0.490940,0.490940,0.490940,0
2011-07-05,0.490520,0.490520,0.490520,0.490520,0.490520,0
2011-07-06,0.492410,0.492410,0.492410,0.492410,0.492410,0
2011-07-07,0.492460,0.492460,0.492460,0.492460,0.492460,0
2011-07-08,0.493480,0.493480,0.493480,0.493480,0.493480,0
2011-07-11,0.496470,0.497510,0.495810,0.495810,0.495810,0
2011-07-12,0.500600,0.501800,0.497020,0.497020,0.497020,0
2011-07-13,0.496990,0.496990,0.496990,0.496990,0.496990,0
2011-07-14,0.496610,0.496610,0.496610,0.496610,0.496610,0
2011-07-15,0.495510,0.495510,0.495510,0.495510,0.495510,0
2011-07-18,0.496120,0.496120,0.496010,0.496010,0.496010,0
2011-07-19,0.496520,0.496520,0.496520,0.496520,0.496520,0
2011-07-20,0.496480,0.496620,0.496480,0.496620,0.496620,0
2011-07-21,0.494250,0.495850,0.494250,0.495850,0.495850,0
2011-07-22,0.492730,0.493700,0.492730,0.493700,0.493700,0
2011-07-25,0.492520,0.492520,0.492520,0.492520,0.492520,0
2011-07-26,0.488070,0.492680,0.488070,0.492680,0.492680,0
2011-07-27,0.490690,0.490690,0.490690,0.490690,0.490690,0
2011-07-28,0.494390,0.494740,0.491920,0.491920,0.491920,0
2011-07-29,0.492560,0.492560,0.492560,0.492560,0.492560,0
2011-08-01,0.492450,0.492450,0.492450,0.492450,0.492450,0
2011-08-02,0.491120,0.491120,0.489210,0.489690,0.489690,0
2011-08-03,0.491290,0.494340,0.486870,0.494150,0.494150,0
2011-08-04,0.492820,0.497610,0.492580,0.497610,0.497610,0
2011-08-05,0.493540,0.493540,0.493450,0.493480,0.493480,0
2011-08-08,0.487360,0.496980,0.487360,0.496980,0.496980,0
2011-08-09,0.496630,0.496630,0.496600,0.496600,0.496600,0
2011-08-10,0.493720,0.497530,0.493470,0.497530,0.497530,0
2011-08-11,0.498940,0.498940,0.498940,0.498940,0.498940,0
2011-08-12,null,null,null,null,null,null
2011-08-15,0.495890,0.499500,0.493870,0.494420,0.494420,0
2011-08-16,0.496070,0.497880,0.495700,0.497110,0.497110,0
2011-08-17,0.498570,0.498960,0.495220,0.498410,0.498410,0
2011-08-18,0.498330,0.498330,0.498330,0.498330,0.498330,0
2011-08-19,0.498200,0.498200,0.498200,0.498200,0.498200,0
2011-08-22,0.495180,0.495180,0.495180,0.495180,0.495180,0
2011-08-23,0.500350,0.500350,0.500350,0.500350,0.500350,0
2011-08-24,0.501310,0.501310,0.501310,0.501310,0.501310,0
2011-08-25,0.501940,0.501940,0.501940,0.501940,0.501940,0
2011-08-26,0.502820,0.502820,0.502820,0.502820,0.502820,0
2011-08-29,0.499210,0.502790,0.499210,0.502790,0.502790,0
2011-08-30,0.503140,0.503140,0.503140,0.503140,0.503140,0
2011-08-31,0.501970,0.507290,0.501970,0.507290,0.507290,0
2011-09-01,0.509770,0.509770,0.509770,0.509770,0.509770,0
2011-09-02,0.510420,0.511660,0.510420,0.511660,0.511660,0
2011-09-05,0.511920,0.511920,0.511920,0.511920,0.511920,0
2011-09-06,0.517710,0.517710,0.517710,0.517710,0.517710,0
2011-09-07,0.522670,0.522670,0.517290,0.517290,0.517290,0
2011-09-08,0.519950,0.519950,0.519950,0.519950,0.519950,0
2011-09-09,0.523970,0.523970,0.523970,0.523970,0.523970,0
2011-09-12,0.533320,0.533320,0.523560,0.523560,0.523560,0
2011-09-13,0.531360,0.531360,0.531360,0.531360,0.531360,0
2011-09-14,0.531300,0.531300,0.531300,0.531300,0.531300,0
2011-09-15,0.532340,0.532340,0.532340,0.532340,0.532340,0
2011-09-16,0.533990,0.533990,0.533990,0.533990,0.533990,0
2011-09-19,0.537600,0.537600,0.537600,0.537600,0.537600,0
2011-09-20,0.537460,0.537460,0.537460,0.537460,0.537460,0
2011-09-21,0.537620,0.537620,0.537620,0.537620,0.537620,0
2011-09-22,0.542680,0.542680,0.542680,0.542680,0.542680,0
2011-09-23,0.550250,0.550250,0.550250,0.550250,0.550250,0
2011-09-26,0.549790,0.549790,0.549790,0.549790,0.549790,0
2011-09-27,0.554810,0.554810,0.553240,0.553240,0.553240,0
2011-09-28,0.554870,0.554870,0.554870,0.554870,0.554870,0
2011-09-29,0.556870,0.556870,0.554880,0.554880,0.554880,0
2011-09-30,0.759330,0.759330,0.759330,0.759330,0.759330,0
2011-10-03,0.759160,0.759160,0.759160,0.759160,0.759160,0
2011-10-04,0.761150,0.761150,0.751850,0.751850,0.751850,0
2011-10-05,0.757260,0.761200,0.757260,0.761200,0.761200,0
2011-10-06,0.757450,0.757450,0.757440,0.757440,0.757440,0
2011-10-07,0.787700,0.787700,0.787700,0.787700,0.787700,0
2011-10-10,0.788410,0.788410,0.788410,0.788410,0.788410,0
2011-10-11,0.818100,0.818100,0.815990,0.815990,0.815990,0
2011-10-12,0.867330,0.867330,0.867330,0.867330,0.867330,0
2011-10-13,0.898120,0.898120,0.898120,0.898120,0.898120,0
2011-10-14,0.897420,0.897420,0.897420,0.897420,0.897420,0
2011-10-17,0.893300,0.895880,0.891690,0.895880,0.895880,0
2011-10-18,0.885520,0.885520,0.885520,0.885520,0.885520,0
2011-10-19,0.885410,0.885410,0.885410,0.885410,0.885410,0
2011-10-20,0.865170,0.865590,0.865170,0.865590,0.865590,0
2011-10-21,0.866650,0.866650,0.861970,0.861970,0.861970,0
2011-10-24,0.848100,0.848100,0.847660,0.847660,0.847660,0
2011-10-25,0.848080,0.848080,0.848080,0.848080,0.848080,0
2011-10-26,0.847500,0.847500,0.847500,0.847500,0.847500,0
2011-10-27,0.850800,0.850800,0.850800,0.850800,0.850800,0
2011-10-28,0.846570,0.846570,0.846570,0.846570,0.846570,0
2011-10-31,0.841500,0.841500,0.841500,0.841500,0.841500,0
2011-11-01,0.722800,0.850050,0.722450,0.850050,0.850050,0
2011-11-02,0.854490,0.854490,0.854490,0.854490,0.854490,0
2011-11-03,0.860530,0.860530,0.860530,0.860530,0.860530,0
2011-11-04,0.872100,0.872100,0.872100,0.872100,0.872100,0
2011-11-07,0.879450,0.879450,0.871250,0.871250,0.871250,0
2011-11-08,0.866160,0.866160,0.866160,0.866160,0.866160,0
2011-11-09,0.875860,0.875860,0.875860,0.875860,0.875860,0
2011-11-10,0.880160,0.880160,0.880160,0.880160,0.880160,0
2011-11-11,0.879960,0.880860,0.878370,0.880860,0.880860,0
2011-11-14,0.874010,0.874050,0.873600,0.873600,0.873600,0
2011-11-15,0.872090,0.872090,0.872090,0.872090,0.872090,0
2011-11-16,0.872030,0.872030,0.872030,0.872030,0.872030,0
2011-11-17,0.873710,0.873710,0.873710,0.873710,0.873710,0
2011-11-18,0.871380,0.871380,0.871380,0.871380,0.871380,0
2011-11-21,0.868490,0.868490,0.868490,0.868490,0.868490,0
2011-11-22,0.868870,0.868870,0.868870,0.868870,0.868870,0
2011-11-23,0.868210,0.868210,0.868210,0.868210,0.868210,0
2011-11-24,0.868670,0.868670,0.868670,0.868670,0.868670,0
2011-11-25,0.863090,0.863090,0.863090,0.863090,0.863090,0
2011-11-28,0.858850,0.864190,0.858490,0.864000,0.864000,0
2011-11-29,0.857860,0.858670,0.857860,0.858670,0.858670,0
2011-11-30,0.855030,0.855030,0.855030,0.855030,0.855030,0
2011-12-01,0.846070,0.855280,0.846070,0.855280,0.855280,0
2011-12-02,0.854430,0.854430,0.852560,0.852560,0.852560,0
2011-12-05,0.852360,0.852360,0.852360,0.852360,0.852360,0
2011-12-06,0.851990,0.851990,0.851990,0.851990,0.851990,0
2011-12-07,0.851320,0.851320,0.851320,0.851320,0.851320,0
2011-12-08,0.852410,0.852410,0.852410,0.852410,0.852410,0
2011-12-09,0.848260,0.848260,0.848140,0.848140,0.848140,0
2011-12-12,0.852420,0.852420,0.845910,0.851210,0.851210,0
2011-12-13,0.849690,0.850730,0.842120,0.850730,0.850730,0
2011-12-14,0.841190,0.841190,0.841190,0.841190,0.841190,0
2011-12-15,0.840470,0.840470,0.839200,0.839200,0.839200,0
2011-12-16,0.839020,0.840740,0.838290,0.840740,0.840740,0
2011-12-19,0.842370,0.842370,0.842370,0.842370,0.842370,0
2011-12-20,0.839650,0.839650,0.839650,0.839650,0.839650,0
2011-12-21,0.837100,0.837100,0.837100,0.837100,0.837100,0
2011-12-22,0.834420,0.834420,0.834420,0.834420,0.834420,0
2011-12-23,0.833410,0.834010,0.833410,0.834010,0.834010,0
2011-12-26,null,null,null,null,null,null
2011-12-27,0.832050,0.832050,0.832050,0.832050,0.832050,0
2011-12-28,0.834210,0.834210,0.834210,0.834210,0.834210,0
2011-12-29,0.830850,0.830850,0.827480,0.827480,0.827480,0
2011-12-30,0.830890,0.830890,0.830890,0.830890,0.830890,0
2012-01-02,0.831250,0.831250,0.831250,0.831250,0.831250,0
2012-01-03,0.827470,0.831230,0.827470,0.831230,0.831230,0
2012-01-04,0.831680,0.835960,0.831680,0.835960,0.835960,0
2012-01-05,0.839370,0.840290,0.839370,0.840290,0.840290,0
2012-01-06,0.844020,0.844020,0.840930,0.840930,0.840930,0
2012-01-09,0.842920,0.842920,0.842920,0.842920,0.842920,0
2012-01-10,0.843270,0.843270,0.843270,0.843270,0.843270,0
2012-01-11,0.843500,0.843500,0.843500,0.843500,0.843500,0
2012-01-12,0.842000,0.842000,0.837410,0.837410,0.837410,0
2012-01-13,0.836620,0.836620,0.836620,0.836620,0.836620,0
2012-01-16,0.835890,0.835890,0.835890,0.835890,0.835890,0
2012-01-17,0.834210,0.834210,0.834210,0.834210,0.834210,0
2012-01-18,0.833590,0.833590,0.833590,0.833590,0.833590,0
2012-01-19,0.832760,0.832760,0.828230,0.828230,0.828230,0
2012-01-20,0.828320,0.828320,0.828320,0.828320,0.828320,0
2012-01-23,0.829960,0.829990,0.829410,0.829410,0.829410,0
2012-01-24,0.830820,0.830820,0.830820,0.830820,0.830820,0
2012-01-25,0.831720,0.831720,0.831720,0.831720,0.831720,0
2012-01-26,0.830960,0.830960,0.830960,0.830960,0.830960,0
2012-01-27,0.830960,0.833220,0.830960,0.833220,0.833220,0
2012-01-30,0.833080,0.833080,0.831920,0.831920,0.831920,0
2012-01-31,0.831920,0.831920,0.830810,0.830810,0.830810,0
2012-02-01,0.830810,0.834720,0.830810,0.834720,0.834720,0
2012-02-02,0.838850,0.838850,0.838850,0.838850,0.838850,0
2012-02-03,0.839500,0.839500,0.839500,0.839500,0.839500,0
2012-02-06,0.833280,0.833280,0.833280,0.833280,0.833280,0
2012-02-07,0.839800,0.839800,0.839800,0.839800,0.839800,0
2012-02-08,0.825610,0.826740,0.825610,0.826740,0.826740,0
2012-02-09,0.822380,0.822380,0.822380,0.822380,0.822380,0
2012-02-10,0.829600,0.829600,0.829600,0.829600,0.829600,0
2012-02-13,0.829440,0.829440,0.824110,0.824110,0.824110,0
2012-02-14,0.835260,0.835260,0.835260,0.835260,0.835260,0
2012-02-15,0.837470,0.837470,0.837030,0.837030,0.837030,0
2012-02-16,0.833740,0.833740,0.833740,0.833740,0.833740,0
2012-02-17,0.823480,0.823480,0.823480,0.823480,0.823480,0
2012-02-20,0.823300,0.824760,0.823300,0.824760,0.824760,0
2012-02-21,0.825060,0.825060,0.815850,0.815850,0.815850,0
2012-02-22,0.814050,0.814050,0.811350,0.811350,0.811350,0
2012-02-23,0.819100,0.819100,0.819100,0.819100,0.819100,0
2012-02-24,0.807170,0.807170,0.807170,0.807170,0.807170,0
2012-02-27,0.806920,0.806920,0.806920,0.806920,0.806920,0
2012-02-28,0.803190,0.803190,0.803190,0.803190,0.803190,0
2012-02-29,0.806620,0.806620,0.806620,0.806620,0.806620,0
2012-03-01,0.808150,0.808150,0.808150,0.808150,0.808150,0
2012-03-02,0.820470,0.820470,0.820470,0.820470,0.820470,0
2012-03-05,0.821740,0.821740,0.820130,0.820130,0.820130,0
2012-03-06,0.814020,0.814020,0.814020,0.814020,0.814020,0
2012-03-07,0.813130,0.813130,0.813130,0.813130,0.813130,0
2012-03-08,0.813220,0.813220,0.813220,0.813220,0.813220,0
2012-03-09,0.813330,0.813330,0.813330,0.813330,0.813330,0
2012-03-12,0.813170,0.813170,0.813170,0.813170,0.813170,0
2012-03-13,0.816190,0.816190,0.816190,0.816190,0.816190,0
2012-03-14,0.809280,0.809280,0.809280,0.809280,0.809280,0
2012-03-15,0.808490,0.808490,0.808490,0.808490,0.808490,0
2012-03-16,0.802080,0.802080,0.802080,0.802080,0.802080,0
2012-03-19,0.796080,0.796080,0.796080,0.796080,0.796080,0
2012-03-20,0.798330,0.798330,0.798330,0.798330,0.798330,0
2012-03-21,0.801000,0.801000,0.801000,0.801000,0.801000,0
2012-03-22,0.796080,0.796080,0.796080,0.796080,0.796080,0
2012-03-23,0.803240,0.803240,0.803240,0.803240,0.803240,0
2012-03-26,0.796980,0.796980,0.792620,0.792620,0.792620,0
2012-03-27,0.804550,0.804550,0.804550,0.804550,0.804550,0
2012-03-28,0.800280,0.800280,0.800280,0.800280,0.800280,0
2012-03-29,0.803310,0.803310,0.803310,0.803310,0.803310,0
2012-03-30,0.798050,0.798050,0.798050,0.798050,0.798050,0
2012-04-02,0.796030,0.796030,0.796030,0.796030,0.796030,0
2012-04-03,0.808170,0.810130,0.808170,0.810130,0.810130,0
2012-04-04,0.810230,0.810230,0.810230,0.810230,0.810230,0
2012-04-05,0.807010,0.807010,0.807010,0.807010,0.807010,0
2012-04-06,null,null,null,null,null,null
2012-04-09,null,null,null,null,null,null
2012-04-10,0.814140,0.814140,0.814140,0.814140,0.814140,0
2012-04-11,0.806350,0.806350,0.806350,0.806350,0.806350,0
2012-04-12,0.801970,0.801970,0.801970,0.801970,0.801970,0
2012-04-13,0.799280,0.799280,0.799280,0.799280,0.799280,0
2012-04-16,0.797140,0.797140,0.797140,0.797140,0.797140,0
2012-04-17,0.797220,0.797220,0.797220,0.797220,0.797220,0
2012-04-18,0.803270,0.803980,0.802970,0.803980,0.803980,0
2012-04-19,0.796200,0.797590,0.796200,0.797590,0.797590,0
2012-04-20,0.796140,0.796140,0.796140,0.796140,0.796140,0
2012-04-23,0.796400,0.796400,0.796400,0.796400,0.796400,0
2012-04-24,0.796140,0.796140,0.796140,0.796140,0.796140,0
2012-04-25,0.796190,0.796190,0.796190,0.796190,0.796190,0
2012-04-26,0.798300,0.799560,0.798300,0.799560,0.799560,0
2012-04-27,0.800840,0.800840,0.800840,0.800840,0.800840,0
2012-04-30,0.799200,0.801120,0.799200,0.801120,0.801120,0
2012-05-01,null,null,null,null,null,null
2012-05-02,0.801330,0.801330,0.797080,0.797080,0.797080,0
2012-05-03,0.808950,0.808950,0.808160,0.808160,0.808160,0
2012-05-04,0.808100,0.808100,0.808100,0.808100,0.808100,0
2012-05-07,0.811330,0.811330,0.811330,0.811330,0.811330,0
2012-05-08,0.811070,0.811070,0.811070,0.811070,0.811070,0
2012-05-09,0.811320,0.811320,0.811320,0.811320,0.811320,0
2012-05-10,0.812220,0.812220,0.812220,0.812220,0.812220,0
2012-05-11,0.805160,0.805160,0.805160,0.805160,0.805160,0
2012-05-14,0.807200,0.807200,0.807200,0.807200,0.807200,0
